;ESTU_TIPODOCUMENTO;ESTU_NACIONALIDAD;ESTU_GENERO;ESTU_FECHANACIMIENTO;PERIODO;ESTU_CONSECUTIVO;ESTU_ESTUDIANTE;ESTU_PAIS_RESIDE;ESTU_TIENEETNIA;ESTU_DEPTO_RESIDE;ESTU_COD_RESIDE_DEPTO;ESTU_MCPIO_RESIDE;ESTU_COD_RESIDE_MCPIO;FAMI_ESTRATOVIVIENDA;FAMI_PERSONASHOGAR;FAMI_CUARTOSHOGAR;FAMI_EDUCACIONPADRE;FAMI_EDUCACIONMADRE;FAMI_TRABAJOLABORPADRE;FAMI_TRABAJOLABORMADRE;FAMI_TIENEINTERNET;FAMI_TIENECOMPUTADOR;FAMI_TIENELAVADORA;FAMI_TIENEHORNOMICROOGAS;FAMI_TIENESERVICIOTV;FAMI_TIENEAUTOMOVIL;FAMI_TIENEMOTOCICLETA;FAMI_TIENECONSOLAVIDEOJUEGOS;FAMI_NUMLIBROS;FAMI_COMELECHEDERIVADOS;FAMI_COMECARNEPESCADOHUEVO;FAMI_COMECEREALFRUTOSLEGUMBRE;FAMI_SITUACIONECONOMICA;ESTU_DEDICACIONLECTURADIARIA;ESTU_DEDICACIONINTERNET;ESTU_HORASSEMANATRABAJA;ESTU_TIPOREMUNERACION;COLE_CODIGO_ICFES;COLE_COD_DANE_ESTABLECIMIENTO;COLE_NOMBRE_ESTABLECIMIENTO;COLE_GENERO;COLE_NATURALEZA;COLE_CALENDARIO;COLE_BILINGUE;COLE_CARACTER;COLE_COD_DANE_SEDE;COLE_NOMBRE_SEDE;COLE_SEDE_PRINCIPAL;COLE_AREA_UBICACION;COLE_JORNADA;COLE_COD_MCPIO_UBICACION;COLE_MCPIO_UBICACION;COLE_COD_DEPTO_UBICACION;COLE_DEPTO_UBICACION;ESTU_PRIVADO_LIBERTAD;ESTU_COD_MCPIO_PRESENTACION;ESTU_MCPIO_PRESENTACION;ESTU_DEPTO_PRESENTACION;ESTU_COD_DEPTO_PRESENTACION;PUNT_LECTURA_CRITICA;PERCENTIL_LECTURA_CRITICA;DESEMP_LECTURA_CRITICA;PUNT_MATEMATICAS;PERCENTIL_MATEMATICAS;DESEMP_MATEMATICAS;PUNT_C_NATURALES;PERCENTIL_C_NATURALES;DESEMP_C_NATURALES;PUNT_SOCIALES_CIUDADANAS;PERCENTIL_SOCIALES_CIUDADANAS;DESEMP_SOCIALES_CIUDADANAS;PUNT_INGLES;PERCENTIL_INGLES;DESEMP_INGLES;PUNT_GLOBAL;PERCENTIL_ESPECIAL_GLOBAL;PERCENTIL_GLOBAL;ESTU_ESTADOINVESTIGACION
14511;TI;COLOMBIA;F;01/05/2005;20211;SB11202110035836;ESTUDIANTE;COLOMBIA;No;VALLE;76.0;CALI;76001.0;Estrato  3;7  a  8;Cinco;Secundaria  (Bachillerato)  completa;Educación  profesional  incompleta;Es  operario  de  máquinas  o  conduce  vehículos  (taxita,  chofer);Es  dueño  de  un  negocio  pequeño  (tiene  pocos  empleados  o  no  tiene,  por  ejemplo  tienda,  papelería,  etc;Si;Si;No;Si;Si;No;Si;No;26  A  100  LIBROS;1  o  2  veces  por  semana;Todos  o  casi  todos  los  días;Nunca  o  rara  vez  comemos  eso;Igual;No  leo  por  entretenimiento;Más  de  3  horas;0;No;46268;376001010841;COL.  TEC.  COMERCIAL  SANTA  MARIA  GORETTY;MIXTO;NO  OFICIAL;B;N;TÉCNICO/ACADÉMICO;376001010841;COL.  TEC.  COMERCIAL  SANTA  MARIA  GORETTY;S;URBANO;COMPLETA;76001;CALI;76;VALLE;N;76001;CALI;VALLE;76;44;8;2;43;10;2;39;6;1;39;10;1;55.0;25.0;A1;212;;8.0;PUBLICAR
13461;CC;COLOMBIA;M;23/09/2002;20211;SB11202110003889;ESTUDIANTE;COLOMBIA;No;VALLE;76.0;CALI;76001.0;Estrato  6;5  a  6;Seis  o  mas;Educación  profesional  completa;Educación  profesional  completa;Es  dueño  de  un  negocio  grande,  tiene  un  cargo  de  nivel  directivo  o  gerencial;Es  dueño  de  un  negocio  grande,  tiene  un  cargo  de  nivel  directivo  o  gerencial;Si;Si;Si;Si;Si;Si;No;Si;MÁS  DE  100  LIBROS;3  a  5  veces  por  semana;Todos  o  casi  todos  los  días;1  o  2  veces  por  semana;Mejor;Entre  1  y  2  horas;Entre  1  y  3  horas;0;No;16741;376001001221;COL  BOLIVAR;MIXTO;NO  OFICIAL;B;S;ACADÉMICO;376001001221;COL  BOLIVAR;S;URBANO;COMPLETA;76001;CALI;76;VALLE;N;76001;CALI;VALLE;76;65;57;3;69;72;3;70;86;3;67;72;3;87.0;92.0;B+;346;;76.0;PUBLICAR
12534;TI;COLOMBIA;F;10/06/2003;20211;SB11202110012353;ESTUDIANTE;COLOMBIA;No;CUNDINAMARCA;25.0;CAJICÁ;25126.0;Estrato  5;3  a  4;Tres;Educación  profesional  completa;Educación  profesional  completa;Trabaja  en  el  hogar,  no  trabaja  o  estudia;Trabaja  en  el  hogar,  no  trabaja  o  estudia;Si;Si;Si;Si;Si;Si;No;Si;26  A  100  LIBROS;Todos  o  casi  todos  los  días;Todos  o  casi  todos  los  días;3  a  5  veces  por  semana;Igual;30  minutos  o  menos;30  minutos  o  menos;0;No;19513;311769000866;FUNDACION  NUEVO  MARYMOUNT;FEMENINO;NO  OFICIAL;B;N;ACADÉMICO;311769000866;FUND  NUEVO  MARYMOUNT                                                                                                                                                                ;S;URBANO;COMPLETA;11001;BOGOTÁ  D.C.;11;BOGOTÁ;N;11001;BOGOTÁ  D.C.;BOGOTÁ;11;64;53;3;70;73;3;62;61;3;62;59;3;86.0;89.0;B+;331;;65.0;PUBLICAR
3764;TI;COLOMBIA;F;13/05/2003;20211;SB11202110064089;ESTUDIANTE;COLOMBIA;;SANTANDER;68.0;BUCARAMANGA;68001.0;Estrato  3;1  a  2;Uno;Secundaria  (Bachillerato)  completa;Técnica  o  tecnológica  completa;No  aplica;Trabaja  en  el  hogar,  no  trabaja  o  estudia;Si;Si;Si;No;Si;No;No;No;0  A  10  LIBROS;3  a  5  veces  por  semana;3  a  5  veces  por  semana;Todos  o  casi  todos  los  días;Peor;30  minutos  o  menos;Entre  30  y  60  minutos;0;No;33837;368001000087;COL    FERNANDO  DE  ARAGON                                                                                                                                                          ;MIXTO;NO  OFICIAL;A;N;ACADÉMICO;368001000087;COL    FERNANDO  DE  ARAGON                                                                                                                                                          ;S;URBANO;TARDE;68001;BUCARAMANGA;68;SANTANDER;N;68001;BUCARAMANGA;SANTANDER;68;64;55;3;55;31;3;56;41;3;58;45;3;51.0;18.0;A1;288;;38.0;PUBLICAR
8904;TI;COLOMBIA;M;06/02/2004;20211;SB11202110009253;ESTUDIANTE;COLOMBIA;No;VALLE;76.0;CALI;76001.0;Estrato  6;3  a  4;Tres;No  sabe;No  sabe;Es  dueño  de  un  negocio  grande,  tiene  un  cargo  de  nivel  directivo  o  gerencial;Es  dueño  de  un  negocio  grande,  tiene  un  cargo  de  nivel  directivo  o  gerencial;Si;Si;Si;Si;Si;Si;Si;Si;26  A  100  LIBROS;Todos  o  casi  todos  los  días;Todos  o  casi  todos  los  días;Todos  o  casi  todos  los  días;Mejor;No  leo  por  entretenimiento;Más  de  3  horas;0;No;17335;376001000276;COL  BERCHMANS;MIXTO;NO  OFICIAL;B;N;ACADÉMICO;376001000276;COL  BERCHMANS;S;URBANO;COMPLETA;76001;CALI;76;VALLE;N;76001;CALI;VALLE;76;69;75;4;75;87;4;71;88;4;59;49;3;83.0;81.0;B+;348;;78.0;PUBLICAR
12287;TI;COLOMBIA;M;15/01/2004;20211;SB11202110032642;ESTUDIANTE;COLOMBIA;No;ANTIOQUIA;5.0;ENVIGADO;5266.0;Estrato  4;5  a  6;Cinco;Educación  profesional  completa;Postgrado;Es  dueño  de  un  negocio  pequeño  (tiene  pocos  empleados  o  no  tiene,  por  ejemplo  tienda,  papelería,  etc;Es  dueño  de  un  negocio  pequeño  (tiene  pocos  empleados  o  no  tiene,  por  ejemplo  tienda,  papelería,  etc;Si;Si;Si;Si;Si;Si;No;Si;26  A  100  LIBROS;Todos  o  casi  todos  los  días;Todos  o  casi  todos  los  días;3  a  5  veces  por  semana;Mejor;Entre  30  y  60  minutos;Más  de  3  horas;0;No;156604;305380019472;COLEGIO  CANADIENSE;MIXTO;NO  OFICIAL;B;S;ACADÉMICO;305380019472;COLEGIO  CANADIENSE  -  SEDE  PRINCIPAL;S;RURAL;COMPLETA;5380;LA  ESTRELLA;5;ANTIOQUIA;N;5001;MEDELLÍN;ANTIOQUIA;5;71;83;4;67;65;3;60;55;3;59;47;3;83.0;81.0;B+;328;;64.0;PUBLICAR
12622;TI;COLOMBIA;F;20/06/2004;20211;SB11202110013724;ESTUDIANTE;COLOMBIA;No;VALLE;76.0;YUMBO;76892.0;Estrato  2;3  a  4;Tres;Educación  profesional  completa;Educación  profesional  completa;Trabaja  como  profesional  (por  ejemplo  médico,  abogado,  ingeniero);Es  dueño  de  un  negocio  grande,  tiene  un  cargo  de  nivel  directivo  o  gerencial;Si;Si;Si;Si;No;Si;Si;Si;;Nunca  o  rara  vez  comemos  eso;Todos  o  casi  todos  los  días;1  o  2  veces  por  semana;Igual;Entre  30  y  60  minutos;Más  de  3  horas;0;No;105890;376892000034;COL  COMFANDI  -  YUMBO;MIXTO;NO  OFICIAL;B;N;ACADÉMICO;376892000034;COL  COMFANDI  -  YUMBO  -  SEDE  PRINCIPAL;S;URBANO;MAÑANA;76892;YUMBO;76;VALLE;N;76001;CALI;VALLE;76;65;59;3;42;10;2;57;44;3;57;42;3;70.0;48.0;B1;282;;34.0;PUBLICAR
7181;TI;COLOMBIA;F;07/12/2003;20211;SB11202110006511;ESTUDIANTE;COLOMBIA;No;VALLE;76.0;CALI;76001.0;Estrato  5;5  a  6;Tres;Postgrado;Postgrado;Es  dueño  de  un  negocio  pequeño  (tiene  pocos  empleados  o  no  tiene,  por  ejemplo  tienda,  papelería,  etc;Trabaja  como  profesional  (por  ejemplo  médico,  abogado,  ingeniero);Si;Si;Si;No;Si;No;No;No;11  A  25  LIBROS;3  a  5  veces  por  semana;3  a  5  veces  por  semana;3  a  5  veces  por  semana;Peor;Entre  30  y  60  minutos;30  minutos  o  menos;0;No;105742;376001026968;COLEGIO  FREINET;MIXTO;NO  OFICIAL;B;S;ACADÉMICO;376001026968;COLEGIO  FREINET;S;URBANO;COMPLETA;76001;CALI;76;VALLE;N;76001;CALI;VALLE;76;73;89;4;75;87;4;78;99;4;76;95;4;85.0;86.0;B+;381;;95.0;PUBLICAR
15230;TI;COLOMBIA;M;19/04/2004;20211;SB11202110060702;ESTUDIANTE;COLOMBIA;No;CAUCA;19.0;POPAYÁN;19001.0;Estrato  4;3  a  4;Tres;Postgrado;Postgrado;Trabaja  como  profesional  (por  ejemplo  médico,  abogado,  ingeniero);Tiene  un  trabajo  de  tipo  auxiliar  administrativo  (por  ejemplo,  secretario  o  asistente);Si;Si;Si;Si;Si;Si;No;Si;26  A  100  LIBROS;Todos  o  casi  todos  los  días;3  a  5  veces  por  semana;1  o  2  veces  por  semana;Mejor;Entre  30  y  60  minutos;Entre  1  y  3  horas;0;No;50625;319001001180;COL  LOS  ANDES;MIXTO;NO  OFICIAL;B;N;ACADÉMICO;319001001180;COL  LOS  ANDES;S;URBANO;COMPLETA;19001;POPAYÁN;19;CAUCA;N;19001;POPAYÁN;CAUCA;19;64;56;3;72;79;4;67;78;3;64;63;3;76.0;60.0;B1;337;;70.0;PUBLICAR
10906;TI;COLOMBIA;F;23/05/2003;20211;SB11202110020896;ESTUDIANTE;COLOMBIA;No;CUNDINAMARCA;25.0;CHÍA;25175.0;Estrato  6;3  a  4;Tres;Postgrado;Postgrado;Es  dueño  de  un  negocio  grande,  tiene  un  cargo  de  nivel  directivo  o  gerencial;Trabaja  como  profesional  (por  ejemplo  médico,  abogado,  ingeniero);Si;Si;Si;Si;Si;Si;No;Si;26  A  100  LIBROS;Todos  o  casi  todos  los  días;Todos  o  casi  todos  los  días;Todos  o  casi  todos  los  días;Igual;30  minutos  o  menos;Entre  1  y  3  horas;0;No;19505;311848000693;COLEGIO  DE  INGLATERRA  (THE  ENGLISH  SCHOOL);MIXTO;NO  OFICIAL;B;S;ACADÉMICO;311848000693;COLEGIO  DE  INGLATERRA  (THE  ENGLISH  SCHOOL)  -  SEDE  PRINCIPAL;S;URBANO;COMPLETA;11001;BOGOTÁ  D.C.;11;BOGOTÁ;N;11001;BOGOTÁ  D.C.;BOGOTÁ;11;72;86;4;80;95;4;72;91;4;74;90;4;88.0;94.0;B+;378;;93.0;PUBLICAR
15283;TI;COLOMBIA;F;20/08/0003;20211;SB11202110007227;ESTUDIANTE;COLOMBIA;No;VALLE;76.0;CALI;76001.0;Estrato  4;3  a  4;Tres;Educación  profesional  completa;Postgrado;Trabaja  como  profesional  (por  ejemplo  médico,  abogado,  ingeniero);Trabaja  en  el  hogar,  no  trabaja  o  estudia;Si;Si;Si;Si;Si;Si;No;No;26  A  100  LIBROS;Todos  o  casi  todos  los  días;Todos  o  casi  todos  los  días;3  a  5  veces  por  semana;Igual;30  minutos  o  menos;Más  de  3  horas;0;No;36889;376001010417;COLEGIO  LOS  ANGELES  DEL  NORTE;MIXTO;NO  OFICIAL;B;N;ACADÉMICO;376001010417;COLEGIO  LOS  ANGELES  DEL  NORTE;S;URBANO;COMPLETA;76001;CALI;76;VALLE;N;76001;CALI;VALLE;76;73;89;4;100;100;4;69;85;3;76;95;4;78.0;65.0;B1;397;;98.0;PUBLICAR
2383;TI;COLOMBIA;F;03/01/2003;20211;SB11202110017105;ESTUDIANTE;COLOMBIA;No;VALLE;76.0;CALI;76001.0;Estrato  4;3  a  4;Cuatro;Educación  profesional  completa;Educación  profesional  completa;Trabaja  por  cuenta  propia  (por  ejemplo  plomero,  electricista);Trabaja  como  profesional  (por  ejemplo  médico,  abogado,  ingeniero);Si;Si;Si;Si;No;Si;Si;No;11  A  25  LIBROS;Nunca  o  rara  vez  comemos  eso;Todos  o  casi  todos  los  días;Todos  o  casi  todos  los  días;Peor;No  leo  por  entretenimiento;Más  de  3  horas;0;No;181149;376001026518;INST  LA  CAMPIÑA;MIXTO;NO  OFICIAL;B;N;ACADÉMICO;376001026518;INST  LA  CAMPIÑA;S;URBANO;SABATINA;76001;CALI;76;VALLE;N;76001;CALI;VALLE;76;45;10;2;41;8;2;39;7;1;38;9;1;54.0;23.0;A1;209;;8.0;PUBLICAR
7113;TI;COLOMBIA;M;09/09/0004;20211;SB11202110016406;ESTUDIANTE;COLOMBIA;No;VALLE;76.0;CALI;76001.0;Estrato  3;3  a  4;Tres;Postgrado;Postgrado;Trabaja  como  profesional  (por  ejemplo  médico,  abogado,  ingeniero);Trabaja  como  profesional  (por  ejemplo  médico,  abogado,  ingeniero);Si;Si;Si;Si;Si;Si;No;Si;11  A  25  LIBROS;3  a  5  veces  por  semana;3  a  5  veces  por  semana;3  a  5  veces  por  semana;Igual;30  minutos  o  menos;Entre  1  y  3  horas;0;No;31468;376001008544;COLEGIO  LOS  ANDES;MIXTO;NO  OFICIAL;B;N;ACADÉMICO;376001008544;COLEGIO  LOS  ANDES;S;URBANO;MAÑANA;76001;CALI;76;VALLE;N;76001;CALI;VALLE;76;51;17;3;59;40;3;54;35;2;54;35;2;58.0;29.0;A2;274;;30.0;PUBLICAR
3069;TI;COLOMBIA;M;08/05/2004;20211;SB11202110009675;ESTUDIANTE;COLOMBIA;No;VALLE;76.0;GUADALAJARA  DE  BUGA;76111.0;Estrato  4;5  a  6;Cuatro;Postgrado;Educación  profesional  completa;Trabaja  como  profesional  (por  ejemplo  médico,  abogado,  ingeniero);Trabaja  en  el  hogar,  no  trabaja  o  estudia;Si;Si;Si;Si;Si;Si;No;Si;26  A  100  LIBROS;Todos  o  casi  todos  los  días;Todos  o  casi  todos  los  días;Todos  o  casi  todos  los  días;Igual;Entre  30  y  60  minutos;Más  de  3  horas;0;No;18135;376111000921;COL  SANTA  MARIANA  DE  JESÚS;MIXTO;NO  OFICIAL;B;N;ACADÉMICO;376111000921;COL  SANTA  MARIANA  DE  JESÚS;S;URBANO;MAÑANA;76111;GUADALAJARA  DE  BUGA;76;VALLE;N;76111;GUADALAJARA  DE  BUGA;VALLE;76;61;43;3;59;40;3;61;58;3;60;50;3;68.0;44.0;B1;304;;47.0;PUBLICAR
4310;CC;COLOMBIA;M;17/08/2002;20211;SB11202110016090;ESTUDIANTE;COLOMBIA;No;VALLE;76.0;CALI;76001.0;Estrato  1;5  a  6;Cinco;Secundaria  (Bachillerato)  incompleta;Secundaria  (Bachillerato)  incompleta;Es  dueño  de  un  negocio  pequeño  (tiene  pocos  empleados  o  no  tiene,  por  ejemplo  tienda,  papelería,  etc;Es  dueño  de  un  negocio  pequeño  (tiene  pocos  empleados  o  no  tiene,  por  ejemplo  tienda,  papelería,  etc;Si;Si;Si;No;Si;No;Si;No;;3  a  5  veces  por  semana;1  o  2  veces  por  semana;1  o  2  veces  por  semana;Peor;No  leo  por  entretenimiento;30  minutos  o  menos;Menos  de  10  horas;Si,  en  efectivo;84368;376001031007;INST  SER  INTERNACIONAL  COMUNA  17;MIXTO;NO  OFICIAL;B;N;ACADÉMICO;376001031007;INST  SER  INTERNACIONAL,  COMUNA  17;S;URBANO;MAÑANA;76001;CALI;76;VALLE;N;76001;CALI;VALLE;76;41;6;2;38;5;2;44;13;2;41;12;2;40.0;6.0;A-;205;;7.0;PUBLICAR
9882;TI;COLOMBIA;M;31/01/0004;20211;SB11202110005393;ESTUDIANTE;COLOMBIA;No;CALDAS;17.0;MANIZALES;17001.0;Estrato  4;3  a  4;Tres;Postgrado;Educación  profesional  completa;Trabaja  como  profesional  (por  ejemplo  médico,  abogado,  ingeniero);No  aplica;Si;Si;Si;Si;Si;Si;No;Si;MÁS  DE  100  LIBROS;3  a  5  veces  por  semana;Todos  o  casi  todos  los  días;3  a  5  veces  por  semana;Igual;30  minutos  o  menos;Entre  1  y  3  horas;0;No;6023;317001001896;COL.  SAN  LUIS  GONZAGA;MIXTO;NO  OFICIAL;B;N;ACADÉMICO;317001001896;COL.  SAN  LUIS  GONZAGA;S;URBANO;COMPLETA;17001;MANIZALES;17;CALDAS;N;17001;MANIZALES;CALDAS;17;78;98;4;81;97;4;81;100;4;82;100;4;79.0;66.0;B+;402;;98.0;PUBLICAR
8342;TI;COLOMBIA;F;28/07/2003;20211;SB11202110003409;ESTUDIANTE;COLOMBIA;No;ATLANTICO;8.0;PUERTO  COLOMBIA;8573.0;Estrato  6;5  a  6;Cuatro;Postgrado;Postgrado;Trabaja  como  profesional  (por  ejemplo  médico,  abogado,  ingeniero);Es  dueño  de  un  negocio  pequeño  (tiene  pocos  empleados  o  no  tiene,  por  ejemplo  tienda,  papelería,  etc;Si;Si;Si;Si;Si;Si;No;Si;MÁS  DE  100  LIBROS;Todos  o  casi  todos  los  días;Todos  o  casi  todos  los  días;Todos  o  casi  todos  los  días;Igual;Entre  30  y  60  minutos;Entre  1  y  3  horas;0;No;3418;408573012835;COLEGIO  KARL  C  PARRISH;MIXTO;NO  OFICIAL;B;S;ACADÉMICO;408573012835;COLEGIO  KARL  C  PARRISH;S;URBANO;COMPLETA;8573;PUERTO  COLOMBIA;8;ATLANTICO;N;8001;BARRANQUILLA;ATLANTICO;8;75;93;4;71;78;4;66;74;3;68;77;3;87.0;92.0;B+;357;;83.0;PUBLICAR
3014;TI;COLOMBIA;M;02/09/2003;20211;SB11202110011633;ESTUDIANTE;COLOMBIA;No;BOGOTÁ;11.0;BOGOTÁ  D.C.;11001.0;Estrato  4;3  a  4;Cuatro;Postgrado;Técnica  o  tecnológica  completa;Trabaja  como  profesional  (por  ejemplo  médico,  abogado,  ingeniero);Trabaja  en  el  hogar,  no  trabaja  o  estudia;Si;Si;Si;Si;Si;Si;No;Si;11  A  25  LIBROS;Todos  o  casi  todos  los  días;Todos  o  casi  todos  los  días;1  o  2  veces  por  semana;Igual;No  leo  por  entretenimiento;Más  de  3  horas;0;No;23739;411769000895;LIC  BOSTON                                                                                                                                                                                    ;MIXTO;NO  OFICIAL;B;N;ACADÉMICO;411769000895;LIC  BOSTON                                                                                                                                                                                    ;S;URBANO;COMPLETA;11001;BOGOTÁ  D.C.;11;BOGOTÁ;N;11001;BOGOTÁ  D.C.;BOGOTÁ;11;62;47;3;52;24;3;49;22;2;47;20;2;79.0;66.0;B+;273;;30.0;PUBLICAR
2398;TI;COLOMBIA;M;12/02/2004;20211;SB11202110001995;ESTUDIANTE;COLOMBIA;No;VALLE;76.0;CALI;76001.0;Estrato  3;5  a  6;Tres;Secundaria  (Bachillerato)  completa;Secundaria  (Bachillerato)  incompleta;Es  vendedor  o  trabaja  en  atención  al  público;Trabaja  en  el  hogar,  no  trabaja  o  estudia;Si;Si;Si;No;Si;Si;Si;No;11  A  25  LIBROS;;1  o  2  veces  por  semana;1  o  2  veces  por  semana;Igual;30  minutos  o  menos;Entre  30  y  60  minutos;Entre  21  y  30  horas;Si,  en  efectivo;74708;376001026518;INST  LA  CAMPIÑA;MIXTO;NO  OFICIAL;B;N;ACADÉMICO;376001026518;INST  LA  CAMPIÑA;S;URBANO;MAÑANA;76001;CALI;76;VALLE;N;76001;CALI;VALLE;76;47;12;2;57;36;3;41;8;2;42;14;2;33.0;3.0;A-;228;;13.0;PUBLICAR
11820;TI;COLOMBIA;F;24/02/2004;20211;SB11202110009635;ESTUDIANTE;COLOMBIA;No;VALLE;76.0;CALI;76001.0;Estrato  2;3  a  4;Tres;No  sabe;Técnica  o  tecnológica  completa;No  sabe;Tiene  un  trabajo  de  tipo  auxiliar  administrativo  (por  ejemplo,  secretario  o  asistente);Si;Si;Si;Si;Si;No;No;No;0  A  10  LIBROS;1  o  2  veces  por  semana;3  a  5  veces  por  semana;1  o  2  veces  por  semana;Igual;Entre  30  y  60  minutos;30  minutos  o  menos;0;No;58727;376001028219;COLEGIO  COMFANDI  EL  PRADO;MIXTO;NO  OFICIAL;B;N;TÉCNICO;376001028219;COLEGIO  COMFANDI  EL  PRADO;S;URBANO;MAÑANA;76001;CALI;76;VALLE;N;76001;CALI;VALLE;76;60;40;3;47;16;2;53;31;2;59;48;3;56.0;27.0;A1;274;;30.0;PUBLICAR
11779;TI;COLOMBIA;M;22/01/2004;20211;SB11202110010761;ESTUDIANTE;COLOMBIA;No;VALLE;76.0;CALI;76001.0;Estrato  2;3  a  4;Tres;No  sabe;Educación  profesional  completa;Es  operario  de  máquinas  o  conduce  vehículos  (taxita,  chofer);Trabaja  como  profesional  (por  ejemplo  médico,  abogado,  ingeniero);Si;Si;Si;Si;Si;Si;No;Si;11  A  25  LIBROS;Todos  o  casi  todos  los  días;Todos  o  casi  todos  los  días;3  a  5  veces  por  semana;Igual;No  leo  por  entretenimiento;Más  de  3  horas;0;No;58727;376001028219;COLEGIO  COMFANDI  EL  PRADO;MIXTO;NO  OFICIAL;B;N;TÉCNICO;376001028219;COLEGIO  COMFANDI  EL  PRADO;S;URBANO;MAÑANA;76001;CALI;76;VALLE;N;76001;CALI;VALLE;76;65;58;3;62;50;3;59;50;3;63;60;3;59.0;31.0;A2;310;;51.0;PUBLICAR
8289;TI;COLOMBIA;F;31/10/2002;20211;SB11202110021316;ESTUDIANTE;COLOMBIA;No;VALLE;76.0;PALMIRA;76520.0;Estrato  1;5  a  6;Tres;Secundaria  (Bachillerato)  completa;Secundaria  (Bachillerato)  completa;Es  operario  de  máquinas  o  conduce  vehículos  (taxita,  chofer);Trabaja  como  personal  de  limpieza,  mantenimiento,  seguridad  o  construcción;No;Si;Si;No;No;No;No;No;0  A  10  LIBROS;1  o  2  veces  por  semana;1  o  2  veces  por  semana;1  o  2  veces  por  semana;Peor;Entre  30  y  60  minutos;Entre  1  y  3  horas;0;No;170514;376520006770;ACADEMIA  COLOMBIANA  DE  ENSEÑANZA;MIXTO;NO  OFICIAL;B;N;ACADÉMICO;376520006770;ACADEMIA  COLOMBIANA  DE  ENSEÑANZA;S;URBANO;TARDE;76520;PALMIRA;76;VALLE;N;76520;PALMIRA;VALLE;76;43;7;2;32;2;1;38;6;1;36;7;1;36.0;4.0;A-;186;;4.0;PUBLICAR
7815;TI;COLOMBIA;M;19/09/2003;20211;SB11202110002989;ESTUDIANTE;COLOMBIA;No;ATLANTICO;8.0;BARRANQUILLA;8001.0;Estrato  4;5  a  6;Tres;Educación  profesional  completa;Educación  profesional  completa;Trabaja  como  profesional  (por  ejemplo  médico,  abogado,  ingeniero);Trabaja  como  profesional  (por  ejemplo  médico,  abogado,  ingeniero);Si;Si;Si;Si;Si;Si;No;Si;MÁS  DE  100  LIBROS;Todos  o  casi  todos  los  días;Todos  o  casi  todos  los  días;Todos  o  casi  todos  los  días;Mejor;No  leo  por  entretenimiento;Más  de  3  horas;0;No;179358;308573074909;COLEGIO  SAN  JOSÉ;MIXTO;NO  OFICIAL;B;;ACADÉMICO;308573074909;COLEGIO  SAN  JOSÉ  -  SEDE  PRINCIPAL;S;URBANO;COMPLETA;8573;PUERTO  COLOMBIA;8;ATLANTICO;N;8001;BARRANQUILLA;ATLANTICO;8;66;62;4;74;84;4;65;72;3;58;46;3;74.0;54.0;B1;332;;66.0;PUBLICAR
912;TI;COLOMBIA;M;09/12/2003;20211;SB11202110064281;ESTUDIANTE;COLOMBIA;;BOGOTÁ;11.0;BOGOTÁ  D.C.;11001.0;Estrato  2;3  a  4;Tres;Secundaria  (Bachillerato)  incompleta;Secundaria  (Bachillerato)  incompleta;Es  dueño  de  un  negocio  pequeño  (tiene  pocos  empleados  o  no  tiene,  por  ejemplo  tienda,  papelería,  etc;Trabaja  en  el  hogar,  no  trabaja  o  estudia;Si;Si;Si;No;Si;No;No;No;11  A  25  LIBROS;3  a  5  veces  por  semana;1  o  2  veces  por  semana;1  o  2  veces  por  semana;Igual;30  minutos  o  menos;No  Navega  Internet;Menos  de  10  horas;No;183244;311001109826;INSTITUTO  TOMAS  MORO;MIXTO;NO  OFICIAL;A;;ACADÉMICO;311001109826;INSTITUTO  TOMAS  MORO  -  SEDE  PRINCIPAL;S;URBANO;SABATINA;11001;BOGOTÁ  D.C.;11;BOGOTÁ;N;11001;BOGOTÁ  D.C.;BOGOTÁ;11;50;16;2;48;17;2;40;8;1;46;20;2;39.0;6.0;A-;227;;12.0;PUBLICAR
6909;TI;COLOMBIA;M;21/01/2004;20211;SB11202110012166;ESTUDIANTE;COLOMBIA;No;VALLE;76.0;CALI;76001.0;Estrato  2;3  a  4;Tres;Educación  profesional  completa;Técnica  o  tecnológica  incompleta;Es  dueño  de  un  negocio  grande,  tiene  un  cargo  de  nivel  directivo  o  gerencial;Trabaja  en  el  hogar,  no  trabaja  o  estudia;Si;Si;Si;No;Si;Si;No;No;0  A  10  LIBROS;1  o  2  veces  por  semana;3  a  5  veces  por  semana;1  o  2  veces  por  semana;Igual;Más  de  2  horas;Más  de  3  horas;0;Si,  en  efectivo;17079;376001000306;COLEGIO  LEONÍSTICO  LA  MERCED;MIXTO;NO  OFICIAL;B;N;ACADÉMICO;376001000306;COLEGIO  LEONÍSTICO  LA  MERCED;S;URBANO;COMPLETA;76001;CALI;76;VALLE;N;76001;CALI;VALLE;76;61;43;3;58;38;3;58;46;3;61;55;3;58.0;29.0;A2;297;;43.0;PUBLICAR
